id,question,reference_answer,student_answer,label,human_score,subject
271,চাঁদ কীভাবে আলো দেয়?,চাঁদ সূর্যের আলো প্রতিফলিত করে আলো দেয়।,সূর্যের চাঁদ আলো প্রতিফলিত করে আলো দেয়।,incorrect,25,বিজ্ঞান
272,চাঁদ কীভাবে আলো দেয়?,চাঁদ সূর্যের আলো প্রতিফলিত করে আলো দেয়।,চাঁদ সূর্যের আলো প্রতিফলিত করে দক্ষিণদিকে দেয়।,incorrect,29,বিজ্ঞান
273,চাঁদ কীভাবে আলো দেয়?,চাঁদ সূর্যের আলো প্রতিফলিত করে আলো দেয়।,চাঁদ সূর্যের আলো প্রতিফলিত করে মঙ্গল দেয়।,incorrect,24,বিজ্ঞান
274,চাঁদ কীভাবে আলো দেয়?,চাঁদ সূর্যের আলো প্রতিফলিত করে আলো দেয়।,সূর্যের চাঁদ আলো প্রতিফলিত করে আলো দেয়।,incorrect,38,বিজ্ঞান
275,চাঁদ কীভাবে আলো দেয়?,চাঁদ সূর্যের আলো প্রতিফলিত করে আলো দেয়।,তারা সূর্যের আলো প্রতিফলিত করে আলো দেয়।,partially_correct,62,বিজ্ঞান
276,চাঁদ কীভাবে আলো দেয়?,চাঁদ সূর্যের আলো প্রতিফলিত করে আলো দেয়।,চাঁদ সূর্যের প্রতিফলিত আলো করে আলো দেয়।,correct,89,বিজ্ঞান
277,চাঁদ কীভাবে আলো দেয়?,চাঁদ সূর্যের আলো প্রতিফলিত করে আলো দেয়।,আকাশ সূর্যের আলো প্রতিফলিত করে আলো দেয়।,incorrect,24,বিজ্ঞান
278,চাঁদ কীভাবে আলো দেয়?,চাঁদ সূর্যের আলো প্রতিফলিত করে আলো দেয়।,বাংলাদেশ একটি সুন্দর দেশ।,incorrect,10,বিজ্ঞান
279,চাঁদ কীভাবে আলো দেয়?,চাঁদ সূর্যের আলো প্রতিফলিত করে আলো দেয়।,সূর্যের চাঁদ আলো প্রতিফলিত করে আলো দেয়।,incorrect,30,বিজ্ঞান
280,চাঁদ কীভাবে আলো দেয়?,চাঁদ সূর্যের আলো প্রতিফলিত করে আলো দেয়।,চাঁদ সূর্যের আলো প্রতিফলিত করে আলো দেয়।,correct,98,বিজ্ঞান
281,বৃষ্টি কেন হয়?,জলীয়বাষ্প ঘনীভূত হয়ে মেঘ তৈরি করে এবং তা থেকে বৃষ্টি হয়।,ঘনীভূত হয়ে মেঘ তৈরি করে এবং তা থেকে বৃষ্টি হয়।,partially_correct,45,বিজ্ঞান
282,বৃষ্টি কেন হয়?,জলীয়বাষ্প ঘনীভূত হয়ে মেঘ তৈরি করে এবং তা থেকে বৃষ্টি হয়।,আকাশ ঘনীভূত হয়ে মেঘ তৈরি করে এবং তা থেকে বৃষ্টি হয়।,incorrect,21,বিজ্ঞান
283,বৃষ্টি কেন হয়?,জলীয়বাষ্প ঘনীভূত হয়ে মেঘ তৈরি করে এবং তা থেকে বৃষ্টি হয়।,তারা ঘনীভূত হয়ে মেঘ তৈরি করে এবং তা থেকে বৃষ্টি হয়।,partially_correct,63,বিজ্ঞান
284,বৃষ্টি কেন হয়?,জলীয়বাষ্প ঘনীভূত হয়ে মেঘ তৈরি করে এবং তা থেকে বৃষ্টি হয়।,গতকাল বৃষ্টি হয়েছিল।,incorrect,8,বিজ্ঞান
285,বৃষ্টি কেন হয়?,জলীয়বাষ্প ঘনীভূত হয়ে মেঘ তৈরি করে এবং তা থেকে বৃষ্টি হয়।,জলীয়বাষ্প ঘনীভূত হয়ে মেঘ তৈরি করে এবং তা থেকে বৃষ্টি হয়।,correct,99,বিজ্ঞান
286,বৃষ্টি কেন হয়?,জলীয়বাষ্প ঘনীভূত হয়ে মেঘ তৈরি করে এবং তা থেকে বৃষ্টি হয়।,জলীয়বাষ্প ঘনীভূত মেঘ তৈরি করে এবং তা থেকে বৃষ্টি হয়।,partially_correct,72,বিজ্ঞান
287,বৃষ্টি কেন হয়?,জলীয়বাষ্প ঘনীভূত হয়ে মেঘ তৈরি করে এবং তা থেকে বৃষ্টি হয়।,ঘনীভূত জলীয়বাষ্প হয়ে মেঘ তৈরি করে এবং তা থেকে বৃষ্টি হয়।,incorrect,35,বিজ্ঞান
288,বৃষ্টি কেন হয়?,জলীয়বাষ্প ঘনীভূত হয়ে মেঘ তৈরি করে এবং তা থেকে বৃষ্টি হয়।,জলীয়বাষ্প ঘনীভূত হয়ে মেঘ তৈরি করে এবং তা থেকে ১৮০০ হয়।,incorrect,25,বিজ্ঞান
289,বৃষ্টি কেন হয়?,জলীয়বাষ্প ঘনীভূত হয়ে মেঘ তৈরি করে এবং তা থেকে বৃষ্টি হয়।,মাছ ঘনীভূত হয়ে মেঘ তৈরি করে এবং তা থেকে বৃষ্টি হয়।,incorrect,10,বিজ্ঞান
290,বৃষ্টি কেন হয়?,জলীয়বাষ্প ঘনীভূত হয়ে মেঘ তৈরি করে এবং তা থেকে বৃষ্টি হয়।,জলীয়বাষ্প ঘনীভূত হয়ে মেঘ করে তৈরি এবং তা থেকে বৃষ্টি হয়।,correct,89,বিজ্ঞান
291,বৃষ্টি কেন হয়?,জলীয়বাষ্প ঘনীভূত হয়ে মেঘ তৈরি করে এবং তা থেকে বৃষ্টি হয়।,এটি ঘনীভূত হয়ে মেঘ তৈরি করে এবং তা থেকে বৃষ্টি হয়।,partially_correct,62,বিজ্ঞান
292,বৃষ্টি কেন হয়?,জলীয়বাষ্প ঘনীভূত হয়ে মেঘ তৈরি করে এবং তা থেকে বৃষ্টি হয়।,জলীয়বাষ্প ঘনীভূত হয়ে মেঘ তৈরি করে এবং তা থেকে বৃষ্টি।,partially_correct,46,বিজ্ঞান
293,বৃষ্টি কেন হয়?,জলীয়বাষ্প ঘনীভূত হয়ে মেঘ তৈরি করে এবং তা থেকে বৃষ্টি হয়।,চেয়ার ঘনীভূত হয়ে মেঘ তৈরি করে এবং তা থেকে বৃষ্টি হয়।,incorrect,21,বিজ্ঞান
294,বৃষ্টি কেন হয়?,জলীয়বাষ্প ঘনীভূত হয়ে মেঘ তৈরি করে এবং তা থেকে বৃষ্টি হয়।,ঘনীভূত জলীয়বাষ্প হয়ে মেঘ তৈরি করে এবং তা থেকে বৃষ্টি হয়।,incorrect,37,বিজ্ঞান
295,বৃষ্টি কেন হয়?,জলীয়বাষ্প ঘনীভূত হয়ে মেঘ তৈরি করে এবং তা থেকে বৃষ্টি হয়।,ঘনীভূত হয়ে মেঘ তৈরি করে এবং তা থেকে বৃষ্টি হয়।,partially_correct,51,বিজ্ঞান
296,বৃষ্টি কেন হয়?,জলীয়বাষ্প ঘনীভূত হয়ে মেঘ তৈরি করে এবং তা থেকে বৃষ্টি হয়।,পাহাড় ঘনীভূত হয়ে মেঘ তৈরি করে এবং তা থেকে বৃষ্টি হয়।,incorrect,19,বিজ্ঞান
297,বৃষ্টি কেন হয়?,জলীয়বাষ্প ঘনীভূত হয়ে মেঘ তৈরি করে এবং তা থেকে বৃষ্টি হয়।,তিনি ঘনীভূত হয়ে মেঘ তৈরি করে এবং তা থেকে বৃষ্টি হয়।,partially_correct,58,বিজ্ঞান
298,বৃষ্টি কেন হয়?,জলীয়বাষ্প ঘনীভূত হয়ে মেঘ তৈরি করে এবং তা থেকে বৃষ্টি হয়।,জলীয়বাষ্প ঘনীভূত হয়ে মেঘ তৈরি করে তা থেকে বৃষ্টি হয়।,partially_correct,68,বিজ্ঞান
299,বৃষ্টি কেন হয়?,জলীয়বাষ্প ঘনীভূত হয়ে মেঘ তৈরি করে এবং তা থেকে বৃষ্টি হয়।,জলীয়বাষ্প ঘনীভূত হয়ে মেঘ তৈরি করে এবং তা থেকে ১৮০০ হয়।,incorrect,16,বিজ্ঞান
300,বৃষ্টি কেন হয়?,জলীয়বাষ্প ঘনীভূত হয়ে মেঘ তৈরি করে এবং তা থেকে বৃষ্টি হয়।,জলীয়বাষ্প ঘনীভূত হয়ে মেঘ তৈরি করে এবং তা বৃষ্টি হয়।,partially_correct,73,বিজ্ঞান
301,আলোর গতি কত?,আলোর গতি প্রতি সেকেন্ডে তিন লক্ষ কিলোমিটার।,আজ রবিবার।,incorrect,9,বিজ্ঞান
302,আলোর গতি কত?,আলোর গতি প্রতি সেকেন্ডে তিন লক্ষ কিলোমিটার।,আলোর গতি প্রতি সেকেন্ডে তিন লক্ষ।,partially_correct,38,বিজ্ঞান
303,আলোর গতি কত?,আলোর গতি প্রতি সেকেন্ডে তিন লক্ষ কিলোমিটার।,আলোর গতি প্রতি তিন লক্ষ কিলোমিটার।,partially_correct,72,বিজ্ঞান
304,আলোর গতি কত?,আলোর গতি প্রতি সেকেন্ডে তিন লক্ষ কিলোমিটার।,গতি আলোর প্রতি সেকেন্ডে তিন লক্ষ কিলোমিটার।,incorrect,25,বিজ্ঞান
305,আলোর গতি কত?,আলোর গতি প্রতি সেকেন্ডে তিন লক্ষ কিলোমিটার।,আলোর গতি প্রতি সেকেন্ডে তিন লক্ষ।,partially_correct,35,বিজ্ঞান
306,আলোর গতি কত?,আলোর গতি প্রতি সেকেন্ডে তিন লক্ষ কিলোমিটার।,আলোর গতি প্রতি সেকেন্ডে তিন ১৮০০ কিলোমিটার।,incorrect,18,বিজ্ঞান
307,আলোর গতি কত?,আলোর গতি প্রতি সেকেন্ডে তিন লক্ষ কিলোমিটার।,আলোর গতি প্রতি সেকেন্ডে তিন লক্ষ কিলোমিটার।,correct,95,বিজ্ঞান
308,আলোর গতি কত?,আলোর গতি প্রতি সেকেন্ডে তিন লক্ষ কিলোমিটার।,আলোর গতি প্রতি সেকেন্ডে তিন দক্ষিণদিকে কিলোমিটার।,incorrect,14,বিজ্ঞান
309,আলোর গতি কত?,আলোর গতি প্রতি সেকেন্ডে তিন লক্ষ কিলোমিটার।,পাখি গতি প্রতি সেকেন্ডে তিন লক্ষ কিলোমিটার।,incorrect,10,বিজ্ঞান
310,আলোর গতি কত?,আলোর গতি প্রতি সেকেন্ডে তিন লক্ষ কিলোমিটার।,গতকাল বৃষ্টি হয়েছিল।,incorrect,7,বিজ্ঞান
311,আলোর গতি কত?,আলোর গতি প্রতি সেকেন্ডে তিন লক্ষ কিলোমিটার।,মাছ গতি প্রতি সেকেন্ডে তিন লক্ষ কিলোমিটার।,incorrect,20,বিজ্ঞান
312,আলোর গতি কত?,আলোর গতি প্রতি সেকেন্ডে তিন লক্ষ কিলোমিটার।,আলোর প্রতি সেকেন্ডে তিন লক্ষ কিলোমিটার।,partially_correct,73,বিজ্ঞান
313,আলোর গতি কত?,আলোর গতি প্রতি সেকেন্ডে তিন লক্ষ কিলোমিটার।,পাখি গতি প্রতি সেকেন্ডে তিন লক্ষ কিলোমিটার।,incorrect,12,বিজ্ঞান
314,আলোর গতি কত?,আলোর গতি প্রতি সেকেন্ডে তিন লক্ষ কিলোমিটার।,গতি আলোর প্রতি সেকেন্ডে তিন লক্ষ কিলোমিটার।,incorrect,35,বিজ্ঞান
315,আলোর গতি কত?,আলোর গতি প্রতি সেকেন্ডে তিন লক্ষ কিলোমিটার।,আলোর গতি সেকেন্ডে প্রতি তিন লক্ষ কিলোমিটার।,correct,94,বিজ্ঞান
316,আলোর গতি কত?,আলোর গতি প্রতি সেকেন্ডে তিন লক্ষ কিলোমিটার।,আলোর গতি প্রতি সেকেন্ডে তিন লক্ষ কিলোমিটার।,correct,96,বিজ্ঞান
317,আলোর গতি কত?,আলোর গতি প্রতি সেকেন্ডে তিন লক্ষ কিলোমিটার।,আলোর গতি প্রতি সেকেন্ডে তিন লক্ষ কিলোমিটার এটি প্রমাণিত সত্য।,correct,89,বিজ্ঞান
318,আলোর গতি কত?,আলোর গতি প্রতি সেকেন্ডে তিন লক্ষ কিলোমিটার।,আলোর গতি সেকেন্ডে প্রতি তিন লক্ষ কিলোমিটার।,correct,88,বিজ্ঞান
319,আলোর গতি কত?,আলোর গতি প্রতি সেকেন্ডে তিন লক্ষ কিলোমিটার।,আলোর গতি সেকেন্ডে প্রতি তিন লক্ষ কিলোমিটার।,correct,93,বিজ্ঞান
320,আলোর গতি কত?,আলোর গতি প্রতি সেকেন্ডে তিন লক্ষ কিলোমিটার।,গতি আলোর প্রতি সেকেন্ডে তিন লক্ষ কিলোমিটার।,incorrect,39,বিজ্ঞান
321,গাছ কেন গুরুত্বপূর্ণ?,গাছ অক্সিজেন তৈরি করে এবং পরিবেশ রক্ষা করে।,বাংলাদেশ একটি সুন্দর দেশ।,incorrect,3,বিজ্ঞান
322,গাছ কেন গুরুত্বপূর্ণ?,গাছ অক্সিজেন তৈরি করে এবং পরিবেশ রক্ষা করে।,গাছ অক্সিজেন তৈরি করে এবং পরিবেশ মঙ্গল করে।,incorrect,24,বিজ্ঞান
323,গাছ কেন গুরুত্বপূর্ণ?,গাছ অক্সিজেন তৈরি করে এবং পরিবেশ রক্ষা করে।,পাহাড় অক্সিজেন তৈরি করে এবং পরিবেশ রক্ষা করে।,incorrect,23,বিজ্ঞান
324,গাছ কেন গুরুত্বপূর্ণ?,গাছ অক্সিজেন তৈরি করে এবং পরিবেশ রক্ষা করে।,গাছ অক্সিজেন তৈরি করে এবং পরিবেশ রক্ষা।,partially_correct,36,বিজ্ঞান
325,গাছ কেন গুরুত্বপূর্ণ?,গাছ অক্সিজেন তৈরি করে এবং পরিবেশ রক্ষা করে।,আমি বাজারে গিয়েছিলাম।,incorrect,3,বিজ্ঞান
326,গাছ কেন গুরুত্বপূর্ণ?,গাছ অক্সিজেন তৈরি করে এবং পরিবেশ রক্ষা করে।,গাছ অক্সিজেন তৈরি এবং পরিবেশ রক্ষা করে।,partially_correct,67,বিজ্ঞান
327,গাছ কেন গুরুত্বপূর্ণ?,গাছ অক্সিজেন তৈরি করে এবং পরিবেশ রক্ষা করে।,গাছ অক্সিজেন করে এবং পরিবেশ রক্ষা করে।,partially_correct,70,বিজ্ঞান
328,গাছ কেন গুরুত্বপূর্ণ?,গাছ অক্সিজেন তৈরি করে এবং পরিবেশ রক্ষা করে।,গাছ অক্সিজেন তৈরি করে এবং পরিবেশ ২০০১ করে।,incorrect,15,বিজ্ঞান
329,গাছ কেন গুরুত্বপূর্ণ?,গাছ অক্সিজেন তৈরি করে এবং পরিবেশ রক্ষা করে।,গাছ অক্সিজেন তৈরি করে এবং পরিবেশ রক্ষা করে।,correct,98,বিজ্ঞান
330,গাছ কেন গুরুত্বপূর্ণ?,গাছ অক্সিজেন তৈরি করে এবং পরিবেশ রক্ষা করে।,ঘোড়া অক্সিজেন তৈরি করে এবং পরিবেশ রক্ষা করে।,incorrect,25,বিজ্ঞান
331,গাছ কেন গুরুত্বপূর্ণ?,গাছ অক্সিজেন তৈরি করে এবং পরিবেশ রক্ষা করে।,গাছ অক্সিজেন তৈরি করে এবং পরিবেশ রক্ষা।,partially_correct,36,বিজ্ঞান
332,গাছ কেন গুরুত্বপূর্ণ?,গাছ অক্সিজেন তৈরি করে এবং পরিবেশ রক্ষা করে।,তারা অক্সিজেন তৈরি করে এবং পরিবেশ রক্ষা করে।,partially_correct,64,বিজ্ঞান
333,গাছ কেন গুরুত্বপূর্ণ?,গাছ অক্সিজেন তৈরি করে এবং পরিবেশ রক্ষা করে।,পাখি অক্সিজেন তৈরি করে এবং পরিবেশ রক্ষা করে।,incorrect,17,বিজ্ঞান
334,গাছ কেন গুরুত্বপূর্ণ?,গাছ অক্সিজেন তৈরি করে এবং পরিবেশ রক্ষা করে।,ওটি অক্সিজেন তৈরি করে এবং পরিবেশ রক্ষা করে।,partially_correct,61,বিজ্ঞান
335,গাছ কেন গুরুত্বপূর্ণ?,গাছ অক্সিজেন তৈরি করে এবং পরিবেশ রক্ষা করে।,অক্সিজেন গাছ তৈরি করে এবং পরিবেশ রক্ষা করে।,incorrect,23,বিজ্ঞান
336,গাছ কেন গুরুত্বপূর্ণ?,গাছ অক্সিজেন তৈরি করে এবং পরিবেশ রক্ষা করে।,গাছ অক্সিজেন তৈরি করে এবং পরিবেশ ১৮০০ করে।,incorrect,30,বিজ্ঞান
337,গাছ কেন গুরুত্বপূর্ণ?,গাছ অক্সিজেন তৈরি করে এবং পরিবেশ রক্ষা করে।,গাছ অক্সিজেন তৈরি করে এবং পরিবেশ রক্ষা করে বইতে লেখা আছে।,correct,87,বিজ্ঞান
338,গাছ কেন গুরুত্বপূর্ণ?,গাছ অক্সিজেন তৈরি করে এবং পরিবেশ রক্ষা করে।,গাছ অক্সিজেন তৈরি এবং করে পরিবেশ রক্ষা করে।,correct,85,বিজ্ঞান
339,গাছ কেন গুরুত্বপূর্ণ?,গাছ অক্সিজেন তৈরি করে এবং পরিবেশ রক্ষা করে।,গাছ অক্সিজেন তৈরি এবং পরিবেশ রক্ষা করে।,partially_correct,74,বিজ্ঞান
340,গাছ কেন গুরুত্বপূর্ণ?,গাছ অক্সিজেন তৈরি করে এবং পরিবেশ রক্ষা করে।,পাখি অক্সিজেন তৈরি করে এবং পরিবেশ রক্ষা করে।,incorrect,24,বিজ্ঞান
341,কম্পিউটার কে আবিষ্কার করেন?,চার্লস ব্যাবেজ কম্পিউটার আবিষ্কার করেন।,চার্লস ব্যাবেজ কম্পিউটার আবিষ্কার।,partially_correct,47,বিজ্ঞান
342,কম্পিউটার কে আবিষ্কার করেন?,চার্লস ব্যাবেজ কম্পিউটার আবিষ্কার করেন।,ওটি ব্যাবেজ কম্পিউটার আবিষ্কার করেন।,partially_correct,70,বিজ্ঞান
343,কম্পিউটার কে আবিষ্কার করেন?,চার্লস ব্যাবেজ কম্পিউটার আবিষ্কার করেন।,পাখি ব্যাবেজ কম্পিউটার আবিষ্কার করেন।,incorrect,11,বিজ্ঞান
344,কম্পিউটার কে আবিষ্কার করেন?,চার্লস ব্যাবেজ কম্পিউটার আবিষ্কার করেন।,ব্যাবেজ চার্লস কম্পিউটার আবিষ্কার করেন।,incorrect,30,বিজ্ঞান
345,কম্পিউটার কে আবিষ্কার করেন?,চার্লস ব্যাবেজ কম্পিউটার আবিষ্কার করেন।,গতকাল বৃষ্টি হয়েছিল।,incorrect,0,বিজ্ঞান
346,কম্পিউটার কে আবিষ্কার করেন?,চার্লস ব্যাবেজ কম্পিউটার আবিষ্কার করেন।,চার্লস কম্পিউটার ব্যাবেজ আবিষ্কার করেন।,correct,88,বিজ্ঞান
347,কম্পিউটার কে আবিষ্কার করেন?,চার্লস ব্যাবেজ কম্পিউটার আবিষ্কার করেন।,বাংলাদেশ একটি সুন্দর দেশ।,incorrect,0,বিজ্ঞান
348,কম্পিউটার কে আবিষ্কার করেন?,চার্লস ব্যাবেজ কম্পিউটার আবিষ্কার করেন।,ওটি ব্যাবেজ কম্পিউটার আবিষ্কার করেন।,partially_correct,56,বিজ্ঞান
349,কম্পিউটার কে আবিষ্কার করেন?,চার্লস ব্যাবেজ কম্পিউটার আবিষ্কার করেন।,চার্লস ব্যাবেজ আবিষ্কার করেন।,partially_correct,79,বিজ্ঞান
350,কম্পিউটার কে আবিষ্কার করেন?,চার্লস ব্যাবেজ কম্পিউটার আবিষ্কার করেন।,তিনি ব্যাবেজ কম্পিউটার আবিষ্কার করেন।,partially_correct,68,বিজ্ঞান
351,কম্পিউটার কে আবিষ্কার করেন?,চার্লস ব্যাবেজ কম্পিউটার আবিষ্কার করেন।,পাখি ব্যাবেজ কম্পিউটার আবিষ্কার করেন।,incorrect,25,বিজ্ঞান
352,কম্পিউটার কে আবিষ্কার করেন?,চার্লস ব্যাবেজ কম্পিউটার আবিষ্কার করেন।,ব্যাবেজ চার্লস কম্পিউটার আবিষ্কার করেন।,incorrect,33,বিজ্ঞান
353,কম্পিউটার কে আবিষ্কার করেন?,চার্লস ব্যাবেজ কম্পিউটার আবিষ্কার করেন।,ব্যাবেজ কম্পিউটার আবিষ্কার করেন।,partially_correct,50,বিজ্ঞান
354,কম্পিউটার কে আবিষ্কার করেন?,চার্লস ব্যাবেজ কম্পিউটার আবিষ্কার করেন।,চার্লস কম্পিউটার ব্যাবেজ আবিষ্কার করেন।,correct,87,বিজ্ঞান
355,কম্পিউটার কে আবিষ্কার করেন?,চার্লস ব্যাবেজ কম্পিউটার আবিষ্কার করেন।,ব্যাবেজ কম্পিউটার আবিষ্কার করেন।,partially_correct,53,বিজ্ঞান
356,কম্পিউটার কে আবিষ্কার করেন?,চার্লস ব্যাবেজ কম্পিউটার আবিষ্কার করেন।,পাহাড় ব্যাবেজ কম্পিউটার আবিষ্কার করেন।,incorrect,22,বিজ্ঞান
357,কম্পিউটার কে আবিষ্কার করেন?,চার্লস ব্যাবেজ কম্পিউটার আবিষ্কার করেন।,চার্লস ব্যাবেজ কম্পিউটার ২০০১ করেন।,incorrect,24,বিজ্ঞান
358,কম্পিউটার কে আবিষ্কার করেন?,চার্লস ব্যাবেজ কম্পিউটার আবিষ্কার করেন।,চার্লস কম্পিউটার ব্যাবেজ আবিষ্কার করেন।,correct,90,বিজ্ঞান
359,কম্পিউটার কে আবিষ্কার করেন?,চার্লস ব্যাবেজ কম্পিউটার আবিষ্কার করেন।,তারা ব্যাবেজ কম্পিউটার আবিষ্কার করেন।,partially_correct,58,বিজ্ঞান
360,কম্পিউটার কে আবিষ্কার করেন?,চার্লস ব্যাবেজ কম্পিউটার আবিষ্কার করেন।,ব্যাবেজ চার্লস কম্পিউটার আবিষ্কার করেন।,incorrect,36,বিজ্ঞান
361,মানুষের শরীরে কয়টি হাড় থাকে?,মানুষের শরীরে ২০৬টি হাড় থাকে।,মানুষের শরীরে ২০৬টি হাড় থাকে।,correct,100,বিজ্ঞান
362,মানুষের শরীরে কয়টি হাড় থাকে?,মানুষের শরীরে ২০৬টি হাড় থাকে।,মানুষের শরীরে ২০৬টি মঙ্গল থাকে।,incorrect,23,বিজ্ঞান
363,মানুষের শরীরে কয়টি হাড় থাকে?,মানুষের শরীরে ২০৬টি হাড় থাকে।,মানুষের শরীরে ২০৬টি হাড় থাকে।,correct,96,বিজ্ঞান
364,মানুষের শরীরে কয়টি হাড় থাকে?,মানুষের শরীরে ২০৬টি হাড় থাকে।,মানুষের শরীরে ২০৬টি দক্ষিণদিকে থাকে।,incorrect,29,বিজ্ঞান
365,মানুষের শরীরে কয়টি হাড় থাকে?,মানুষের শরীরে ২০৬টি হাড় থাকে।,গরু শরীরে ২০৬টি হাড় থাকে।,incorrect,24,বিজ্ঞান
366,মানুষের শরীরে কয়টি হাড় থাকে?,মানুষের শরীরে ২০৬টি হাড় থাকে।,মানুষের শরীরে ২০৬টি হাড় থাকে।,correct,96,বিজ্ঞান
367,মানুষের শরীরে কয়টি হাড় থাকে?,মানুষের শরীরে ২০৬টি হাড় থাকে।,ওটি শরীরে ২০৬টি হাড় থাকে।,partially_correct,59,বিজ্ঞান
368,মানুষের শরীরে কয়টি হাড় থাকে?,মানুষের শরীরে ২০৬টি হাড় থাকে।,মানুষের শরীরে ২০৬টি হাড়।,partially_correct,49,বিজ্ঞান
369,মানুষের শরীরে কয়টি হাড় থাকে?,মানুষের শরীরে ২০৬টি হাড় থাকে।,পাখি শরীরে ২০৬টি হাড় থাকে।,incorrect,10,বিজ্ঞান
370,মানুষের শরীরে কয়টি হাড় থাকে?,মানুষের শরীরে ২০৬টি হাড় থাকে।,আমার বাড়ি ঢাকায়।,incorrect,2,বিজ্ঞান
371,মানুষের শরীরে কয়টি হাড় থাকে?,মানুষের শরীরে ২০৬টি হাড় থাকে।,মানুষের শরীরে ২০৬টি হাড়।,partially_correct,35,বিজ্ঞান
372,মানুষের শরীরে কয়টি হাড় থাকে?,মানুষের শরীরে ২০৬টি হাড় থাকে।,মানুষের শরীরে ২০৬টি মঙ্গল থাকে।,incorrect,12,বিজ্ঞান
373,মানুষের শরীরে কয়টি হাড় থাকে?,মানুষের শরীরে ২০৬টি হাড় থাকে।,সে শরীরে ২০৬টি হাড় থাকে।,partially_correct,69,বিজ্ঞান
374,মানুষের শরীরে কয়টি হাড় থাকে?,মানুষের শরীরে ২০৬টি হাড় থাকে।,মানুষের ২০৬টি শরীরে হাড় থাকে।,correct,95,বিজ্ঞান
375,মানুষের শরীরে কয়টি হাড় থাকে?,মানুষের শরীরে ২০৬টি হাড় থাকে।,মানুষের শরীরে ২০৬টি হাড় থাকে এটি একটি গুরুত্বপূর্ণ তথ্য।,correct,89,বিজ্ঞান
376,মানুষের শরীরে কয়টি হাড় থাকে?,মানুষের শরীরে ২০৬টি হাড় থাকে।,মানুষের শরীরে ২০৬টি দক্ষিণদিকে থাকে।,incorrect,23,বিজ্ঞান
377,মানুষের শরীরে কয়টি হাড় থাকে?,মানুষের শরীরে ২০৬টি হাড় থাকে।,মাছ শরীরে ২০৬টি হাড় থাকে।,incorrect,17,বিজ্ঞান
378,মানুষের শরীরে কয়টি হাড় থাকে?,মানুষের শরীরে ২০৬টি হাড় থাকে।,চেয়ার শরীরে ২০৬টি হাড় থাকে।,incorrect,14,বিজ্ঞান
379,মানুষের শরীরে কয়টি হাড় থাকে?,মানুষের শরীরে ২০৬টি হাড় থাকে।,শরীরে মানুষের ২০৬টি হাড় থাকে।,incorrect,26,বিজ্ঞান
380,মানুষের শরীরে কয়টি হাড় থাকে?,মানুষের শরীরে ২০৬টি হাড় থাকে।,আজ রবিবার।,incorrect,2,বিজ্ঞান
381,সবচেয়ে বড় গ্রহ কোনটি?,সৌরজগতের সবচেয়ে বড় গ্রহ বৃহস্পতি।,সৌরজগতের বড় সবচেয়ে গ্রহ বৃহস্পতি।,correct,89,বিজ্ঞান
382,সবচেয়ে বড় গ্রহ কোনটি?,সৌরজগতের সবচেয়ে বড় গ্রহ বৃহস্পতি।,সবচেয়ে সৌরজগতের বড় গ্রহ বৃহস্পতি।,incorrect,30,বিজ্ঞান
383,সবচেয়ে বড় গ্রহ কোনটি?,সৌরজগতের সবচেয়ে বড় গ্রহ বৃহস্পতি।,সৌরজগতের সবচেয়ে বড় দক্ষিণদিকে বৃহস্পতি।,incorrect,10,বিজ্ঞান
384,সবচেয়ে বড় গ্রহ কোনটি?,সৌরজগতের সবচেয়ে বড় গ্রহ বৃহস্পতি।,সৌরজগতের সবচেয়ে বড় গ্রহ।,partially_correct,44,বিজ্ঞান
385,সবচেয়ে বড় গ্রহ কোনটি?,সৌরজগতের সবচেয়ে বড় গ্রহ বৃহস্পতি।,বাংলাদেশ একটি সুন্দর দেশ।,incorrect,10,বিজ্ঞান
386,সবচেয়ে বড় গ্রহ কোনটি?,সৌরজগতের সবচেয়ে বড় গ্রহ বৃহস্পতি।,নদী সবচেয়ে বড় গ্রহ বৃহস্পতি।,incorrect,24,বিজ্ঞান
387,সবচেয়ে বড় গ্রহ কোনটি?,সৌরজগতের সবচেয়ে বড় গ্রহ বৃহস্পতি।,সৌরজগতের সবচেয়ে বড় মঙ্গল বৃহস্পতি।,incorrect,21,বিজ্ঞান
388,সবচেয়ে বড় গ্রহ কোনটি?,সৌরজগতের সবচেয়ে বড় গ্রহ বৃহস্পতি।,সবচেয়ে বড় গ্রহ বৃহস্পতি।,partially_correct,52,বিজ্ঞান
389,সবচেয়ে বড় গ্রহ কোনটি?,সৌরজগতের সবচেয়ে বড় গ্রহ বৃহস্পতি।,সমুদ্র সবচেয়ে বড় গ্রহ বৃহস্পতি।,incorrect,16,বিজ্ঞান
390,সবচেয়ে বড় গ্রহ কোনটি?,সৌরজগতের সবচেয়ে বড় গ্রহ বৃহস্পতি।,ওটি সবচেয়ে বড় গ্রহ বৃহস্পতি।,partially_correct,67,বিজ্ঞান
391,সবচেয়ে বড় গ্রহ কোনটি?,সৌরজগতের সবচেয়ে বড় গ্রহ বৃহস্পতি।,এটি সবচেয়ে বড় গ্রহ বৃহস্পতি।,partially_correct,56,বিজ্ঞান
